Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
270,tt1911658,2017-01-16,2017-01-16,,Penguins of Madagascar,https://www.imdb.com/title/tt1911658/,movie,6.7,92,2014,"Animation, Adventure, Comedy, Family, Sci-Fi",82432,2014-11-08,"Simon J. Smith, Eric Darnell",8,2018-04-29
271,tt5075584,2017-01-17,2017-01-17,,Lommbock,https://www.imdb.com/title/tt5075584/,movie,6.7,91,2017,Comedy,3382,2017-03-23,Christian Zübert,8,2018-04-08
272,tt5076054,2017-01-17,2017-01-17,,Kundschafter des Friedens,https://www.imdb.com/title/tt5076054/,movie,5.8,93,2017,"Action, Comedy, Thriller",554,2017-01-26,Robert Thalheim,7,2019-06-22
273,tt3652862,2017-01-17,2017-01-17,,Morris from America,https://www.imdb.com/title/tt3652862/,movie,6.2,91,2016,"Comedy, Drama, Romance",5123,2016-01-22,Chad Hartigan,9,2018-04-22
274,tt3799694,2017-01-17,2017-01-17,,The Nice Guys,https://www.imdb.com/title/tt3799694/,movie,7.4,116,2016,"Action, Comedy, Crime, Thriller",291759,2016-05-10,Shane Black,7,2017-03-29
275,tt1781058,2017-01-17,2017-01-17,,Wilson,https://www.imdb.com/title/tt1781058/,movie,5.8,94,2017,"Comedy, Drama",10026,2017-01-22,Craig Johnson,8,2018-06-03
276,tt0493405,2017-01-17,2017-01-17,,CHIPS,https://www.imdb.com/title/tt0493405/,movie,6.0,100,2017,"Action, Comedy, Crime",43984,2017-03-23,Dax Shepard,8,2018-04-14
277,tt2178941,2017-01-18,2017-01-18,,Barbara,https://www.imdb.com/title/tt2178941/,movie,7.1,105,2012,Drama,13077,2012-02-11,Christian Petzold,7,2018-03-30
278,tt0425061,2017-01-20,2017-01-20,,Get Smart,https://www.imdb.com/title/tt0425061/,movie,6.5,110,2008,"Action, Adventure, Comedy",207082,2008-06-19,Peter Segal,8,2018-05-02
279,tt2096673,2017-01-22,2017-01-22,,Inside Out,https://www.imdb.com/title/tt2096673/,movie,8.1,95,2015,"Animation, Adventure, Comedy, Drama, Family, Fantasy",637025,2015-05-18,"Pete Docter, Ronnie Del Carmen",9,2017-06-11
280,tt3640682,2017-01-22,2017-01-22,,I Smile Back,https://www.imdb.com/title/tt3640682/,movie,6.1,85,2015,Drama,5018,2015-01-25,Adam Salky,7,2018-04-10
281,tt0117951,2017-01-22,2017-01-22,,Trainspotting,https://www.imdb.com/title/tt0117951/,movie,8.1,93,1996,Drama,645352,1996-02-23,Danny Boyle,9,2017-01-31
282,tt2763304,2017-01-23,2017-01-23,,T2 Trainspotting,https://www.imdb.com/title/tt2763304/,movie,7.2,117,2017,Drama,116468,2017-01-22,Danny Boyle,10,2017-02-20
283,tt5446858,2017-01-25,2017-01-25,,Zero Days,https://www.imdb.com/title/tt5446858/,movie,7.8,116,2016,Documentary,9149,2016-02-11,Alex Gibney,8,2019-08-10
284,tt1291584,2017-01-28,2017-01-28,,Warrior,https://www.imdb.com/title/tt1291584/,movie,8.1,140,2011,"Action, Drama, Sport",443708,2011-09-09,Gavin O'Connor,8,2019-08-04
285,tt1740299,2017-01-29,2017-01-29,,The Man in the High Castle,https://www.imdb.com/title/tt1740299/,tvSeries,8.0,60,2015,"Drama, Sci-Fi, Thriller",90641,2015-01-13,,6,2019-06-27
286,tt2404425,2017-01-30,2017-01-30,,Woman in Gold,https://www.imdb.com/title/tt2404425/,movie,7.3,109,2015,"Biography, Drama, History",55316,2015-02-09,Simon Curtis,8,2019-07-05
287,tt4299300,2017-01-30,2017-01-30,,Mein Blind Date mit dem Leben,https://www.imdb.com/title/tt4299300/,movie,7.1,111,2017,"Biography, Comedy, Drama",4811,2017-01-26,Marc Rothemund,8,2019-08-04
288,tt1850457,2017-01-30,2017-01-30,,Sisters,https://www.imdb.com/title/tt1850457/,movie,6.0,118,2015,Comedy,63858,2015-12-12,Jason Moore,7,2018-12-16
289,tt0448134,2017-02-01,2017-02-01,,Sunshine,https://www.imdb.com/title/tt0448134/,movie,7.2,107,2007,"Sci-Fi, Thriller",237557,2007-03-23,Danny Boyle,8,2019-07-28
290,tt3833822,2017-02-01,2017-02-01,,Daft Punk Unchained,https://www.imdb.com/title/tt3833822/,movie,7.3,85,2015,"Documentary, Music",3222,2015-06-24,Hervé Martin-Delpierre,9,2018-12-30
291,tt0157182,2017-02-08,2017-02-08,,Went to Coney Island on a Mission from God... Be Back by Five,https://www.imdb.com/title/tt0157182/,movie,5.9,94,1998,Drama,317,1998-04-18,Richard Schenkman,6,2019-07-29
292,tt0117357,2017-02-08,2017-02-08,,The Pompatus of Love,https://www.imdb.com/title/tt0117357/,movie,5.3,99,1995,"Comedy, Drama, Romance",552,1995-10-31,Richard Schenkman,7,2019-06-20
293,tt0756683,2017-02-08,2017-02-08,,The Man from Earth,https://www.imdb.com/title/tt0756683/,movie,7.9,87,2007,"Drama, Fantasy, Mystery, Sci-Fi",177444,2007-06-10,Richard Schenkman,7,2018-12-31
294,tt0098258,2017-02-08,2017-02-08,,Say Anything...,https://www.imdb.com/title/tt0098258/,movie,7.3,100,1989,"Comedy, Drama, Romance",84366,1989-04-14,Cameron Crowe,8,2018-10-21
295,tt5442430,2017-02-10,2017-02-10,,Life,https://www.imdb.com/title/tt5442430/,movie,6.6,104,2017,"Horror, Sci-Fi, Thriller",212365,2017-03-18,Daniel Espinosa,8,2019-08-11
296,tt4610372,2017-02-10,2017-02-10,,Noma My Perfect Storm,https://www.imdb.com/title/tt4610372/,movie,6.2,100,2015,Documentary,664,2015-11-03,Pierre Deschamps,9,2017-10-26
297,tt1016268,2017-02-12,2017-02-12,,Enron: The Smartest Guys in the Room,https://www.imdb.com/title/tt1016268/,movie,7.6,110,2005,"Documentary, Biography, History",17375,2005-04-22,Alex Gibney,7,2019-06-18
298,tt2752724,2017-02-12,2017-02-12,,Money for Nothing: Inside the Federal Reserve,https://www.imdb.com/title/tt2752724/,movie,7.4,104,2013,"Documentary, History, News",969,2013-06-07,Jim Bruce,7,2019-06-17
299,tt1468846,2017-02-12,2017-02-12,,Get a Job,https://www.imdb.com/title/tt1468846/,movie,5.3,83,2016,Comedy,22056,2016-03-25,Dylan Kidd,5,2019-07-07
300,tt2140619,2017-02-12,2017-02-12,,Two Night Stand,https://www.imdb.com/title/tt2140619/,movie,6.4,86,2014,"Comedy, Romance",66702,2014-09-25,Max Nichols,6,2019-04-21
301,tt1620935,2017-02-12,2017-02-12,,Bleed for This,https://www.imdb.com/title/tt1620935/,movie,6.8,117,2016,"Biography, Drama, Sport",25756,2016-09-02,Ben Younger,8,2020-01-15
302,tt1714206,2017-02-12,2017-02-12,,The Spectacular Now,https://www.imdb.com/title/tt1714206/,movie,7.1,95,2013,"Comedy, Drama, Romance",146452,2013-01-18,James Ponsoldt,8,2019-12-15
303,tt3013602,2017-02-13,2017-02-13,,Babysitting,https://www.imdb.com/title/tt3013602/,movie,6.8,85,2014,Comedy,9583,2014-01-16,"Philippe Lacheau, Nicolas Benamou",6,2019-09-14
304,tt4400058,2017-02-13,2017-02-13,,Babysitting 2,https://www.imdb.com/title/tt4400058/,movie,6.4,93,2015,Comedy,5556,2015-10-14,"Philippe Lacheau, Nicolas Benamou",6,2019-12-15
305,tt0838283,2017-02-13,2017-02-13,,Step Brothers,https://www.imdb.com/title/tt0838283/,movie,6.9,98,2008,Comedy,273235,2008-07-25,Adam McKay,7,2020-01-12
306,tt4190530,2017-02-13,2017-02-13,,Anthropoid,https://www.imdb.com/title/tt4190530/,movie,7.2,120,2016,"Action, Biography, Drama, History, Romance, Thriller, War",45189,2016-07-01,Sean Ellis,8,2017-06-19
307,tt3531824,2017-02-13,2017-02-13,,Nerve,https://www.imdb.com/title/tt3531824/,movie,6.5,96,2016,"Action, Adventure, Crime, Drama, Thriller",119195,2016-07-12,"Henry Joost, Ariel Schulman",6,2017-12-07
308,tt1149362,2017-02-16,2017-02-16,,Das weiße Band - Eine deutsche Kindergeschichte,https://www.imdb.com/title/tt1149362/,movie,7.8,144,2009,"Drama, History, Mystery, Thriller",69900,2009-05-21,Michael Haneke,8,2017-06-05
309,tt4481514,2017-02-17,2017-02-17,,The House,https://www.imdb.com/title/tt4481514/,movie,5.6,88,2017,"Comedy, Crime",41807,2017-06-26,Andrew Jay Cohen,8,2019-08-17
310,tt3553976,2017-02-19,2017-02-19,,Captain Fantastic,https://www.imdb.com/title/tt3553976/,movie,7.9,118,2016,"Comedy, Drama",199064,2016-01-23,Matt Ross,7,2017-08-12
311,tt3348102,2017-02-20,2017-02-20,,Stereo,https://www.imdb.com/title/tt3348102/,movie,6.5,98,2014,"Crime, Thriller",4647,2014-02-08,Maximilian Erlenwein,8,2017-10-27
312,tt2479478,2017-02-20,2017-02-20,,The Ridiculous 6,https://www.imdb.com/title/tt2479478/,movie,4.8,119,2015,"Action, Adventure, Comedy, Western",45602,2015-12-06,Frank Coraci,7,2017-09-28
313,tt0243655,2017-02-20,2017-02-20,,Wet Hot American Summer,https://www.imdb.com/title/tt0243655/,movie,6.6,97,2001,"Comedy, Romance",55227,2001-01-23,David Wain,5,2018-02-03
314,tt0483726,2017-02-20,2017-02-20,,Man of the Year,https://www.imdb.com/title/tt0483726/,movie,6.2,115,2006,"Comedy, Drama, Romance, Thriller",32417,2006-10-13,Barry Levinson,8,2017-12-11
315,tt0871426,2017-02-20,2017-02-20,,Baby Mama,https://www.imdb.com/title/tt0871426/,movie,6.0,99,2008,"Comedy, Romance",42966,2008-04-23,Michael McCullers,6,2019-08-15
316,tt0814331,2017-02-20,2017-02-20,,Spring Breakdown,https://www.imdb.com/title/tt0814331/,movie,4.8,84,2009,"Comedy, Romance",4480,2009-01-16,Ryan Shiraki,5,2019-08-31
317,tt1311060,2017-02-20,2017-02-20,,A.C.O.D.,https://www.imdb.com/title/tt1311060/,movie,5.7,88,2013,Comedy,13046,2013-01-23,Stuart Zicherman,7,2018-01-21
318,tt1545754,2017-02-20,2017-02-20,,Are You Here,https://www.imdb.com/title/tt1545754/,movie,5.3,114,2013,"Comedy, Drama",15259,2013-09-07,Matthew Weiner,6,2017-07-27
319,tt1229340,2017-02-20,2017-02-20,,Anchorman 2: The Legend Continues,https://www.imdb.com/title/tt1229340/,movie,6.3,119,2013,Comedy,171758,2013-11-24,Adam McKay,8,2018-01-24
320,tt2398249,2017-02-20,2017-02-20,,They Came Together,https://www.imdb.com/title/tt2398249/,movie,5.6,83,2014,"Comedy, Romance",21688,2014-01-24,David Wain,7,2017-10-01
321,tt3463606,2017-02-20,2017-02-20,,Welcome to Sweden,https://www.imdb.com/title/tt3463606/,tvSeries,6.6,30,2014,Comedy,5281,2014-03-21,,9,2017-10-28
322,tt2141739,2017-02-20,2017-02-20,,Food Chains,https://www.imdb.com/title/tt2141739/,movie,7.2,83,2014,Documentary,353,2014-02-28,Sanjay Rawal,8,2019-04-09
323,tt4846340,2017-03-06,2017-03-06,,Hidden Figures,https://www.imdb.com/title/tt4846340/,movie,7.8,127,2016,"Biography, Drama, History",207718,2016-12-01,Theodore Melfi,8,2017-07-21
324,tt5425502,2017-03-07,2017-03-07,,"Schatz, nimm du sie!",https://www.imdb.com/title/tt5425502/,movie,5.1,90,2017,Comedy,363,2017-02-16,Sven Unterwaldt Jr.,5,2019-08-31
325,tt2637276,2017-03-09,2017-03-09,,Ted 2,https://www.imdb.com/title/tt2637276/,movie,6.3,115,2015,Comedy,190136,2015-06-25,Seth MacFarlane,8,2017-05-20
326,tt2980210,2017-03-13,2017-03-13,,A Hologram for the King,https://www.imdb.com/title/tt2980210/,movie,6.1,98,2016,"Comedy, Drama, Romance",41735,2016-04-20,Tom Tykwer,9,2017-05-29
327,tt1371111,2017-03-13,2017-03-13,,Cloud Atlas,https://www.imdb.com/title/tt1371111/,movie,7.4,172,2012,"Action, Drama, Mystery, Sci-Fi",348416,2012-09-08,"Lilly Wachowski, Lana Wachowski, Tom Tykwer",6,2017-05-20
328,tt0963178,2017-03-13,2017-03-13,,The International,https://www.imdb.com/title/tt0963178/,movie,6.5,118,2009,"Action, Crime, Drama, Mystery, Thriller",92711,2009-02-05,Tom Tykwer,8,2018-03-25
329,tt3890160,2017-03-13,2017-03-13,,Baby Driver,https://www.imdb.com/title/tt3890160/,movie,7.6,113,2017,"Action, Crime, Drama, Music, Thriller",460852,2017-03-11,Edgar Wright,9,2019-08-16
330,tt1058017,2017-03-13,2017-03-13,,The Invention of Lying,https://www.imdb.com/title/tt1058017/,movie,6.4,100,2009,"Comedy, Fantasy, Romance",132236,2009-09-14,"Matthew Robinson, Ricky Gervais",8,2018-11-11
331,tt0036818,2017-03-14,2017-03-14,,Die Feuerzangenbowle,https://www.imdb.com/title/tt0036818/,movie,7.8,97,1944,Comedy,5806,1944-01-28,Helmut Weiss,7,2017-03-14
332,tt4940370,2017-03-15,2017-03-15,,Hundraettåringen som smet från notan och försvann,https://www.imdb.com/title/tt4940370/,movie,6.3,108,2016,"Adventure, Comedy, Crime",5522,2016-12-25,"Felix Herngren, Måns Herngren",7,2019-05-05
333,tt5376196,2017-03-15,2017-03-15,,Wilde Maus,https://www.imdb.com/title/tt5376196/,movie,6.8,103,2017,"Comedy, Crime, Drama, Romance",2345,2017-02-11,Josef Hader,6,2019-09-14
334,tt1895587,2017-03-15,2017-03-15,,Spotlight,https://www.imdb.com/title/tt1895587/,movie,8.1,129,2015,"Biography, Crime, Drama",432782,2015-09-03,Tom McCarthy,8,2017-05-21
335,tt0094027,2017-03-17,2017-03-17,,Stand and Deliver,https://www.imdb.com/title/tt0094027/,movie,7.3,103,1988,"Biography, Drama",17312,1988-02-13,Ramón Menéndez,9,2017-12-11
336,tt0040111,2017-03-17,2017-03-17,,Are You with It?,https://www.imdb.com/title/tt0040111/,movie,6.7,93,1948,Comedy,84,1948-03-20,Jack Hively,5,2019-09-14
337,tt2084970,2017-03-17,2017-03-17,,The Imitation Game,https://www.imdb.com/title/tt2084970/,movie,8.0,114,2014,"Biography, Drama, Thriller, War",703352,2014-08-29,Morten Tyldum,8,2017-10-21
338,tt0377107,2017-03-17,2017-03-17,,Proof,https://www.imdb.com/title/tt0377107/,movie,6.7,100,2005,"Drama, Mystery",43549,2005-09-05,John Madden,8,2017-12-08
339,tt5609734,2017-03-19,2017-03-19,,Es war einmal in Deutschland...,https://www.imdb.com/title/tt5609734/,movie,6.5,102,2017,"Comedy, Drama, War",1317,2017-02-10,Sam Garbarski,8,2019-09-14
340,tt3464902,2017-03-20,2017-03-20,,The Lobster,https://www.imdb.com/title/tt3464902/,movie,7.2,119,2015,"Comedy, Drama, Romance, Sci-Fi, Thriller",228171,2015-05-15,Yorgos Lanthimos,7,2018-03-17
341,tt4540710,2017-03-20,2017-03-20,,Miss Sloane,https://www.imdb.com/title/tt4540710/,movie,7.5,132,2016,Drama,67217,2016-11-11,John Madden,9,2017-11-24
342,tt1027862,2017-03-20,2017-03-20,,Swing Vote,https://www.imdb.com/title/tt1027862/,movie,6.1,120,2008,"Comedy, Drama",17976,2008-05-20,Joshua Michael Stern,8,2017-12-14
343,tt1699518,2017-03-21,2017-03-21,,Le jeune Karl Marx,https://www.imdb.com/title/tt1699518/,movie,6.6,118,2017,"Biography, Drama, History",5937,2017-02-12,Raoul Peck,6,2019-08-30
344,tt1179933,2017-03-23,2017-03-23,,10 Cloverfield Lane,https://www.imdb.com/title/tt1179933/,movie,7.2,103,2016,"Action, Drama, Horror, Sci-Fi, Thriller",298171,2016-03-08,Dan Trachtenberg,9,2017-07-23
345,tt2265431,2017-03-24,2017-03-24,,Me You and Five Bucks,https://www.imdb.com/title/tt2265431/,movie,5.5,93,2016,"Comedy, Drama, Romance",94,2020-07-07,Jaime Zevallos,6,2018-02-24
346,tt1727824,2017-03-24,2017-03-24,,Bohemian Rhapsody,https://www.imdb.com/title/tt1727824/,movie,7.9,134,2018,"Biography, Drama, Music",472768,2018-10-23,Bryan Singer,9,2020-01-18
347,tt0083466,2017-03-27,2017-03-27,,Police Squad!,https://www.imdb.com/title/tt0083466/,tvSeries,8.4,24,1982,"Comedy, Crime",16480,1982-03-04,,10,2017-12-13
348,tt1987680,2017-04-04,2017-04-04,,The Upside,https://www.imdb.com/title/tt1987680/,movie,7.0,126,2017,"Comedy, Drama",48643,2017-09-08,Neil Burger,7,2020-01-19
349,tt2869728,2017-04-04,2017-04-04,,Ride Along 2,https://www.imdb.com/title/tt2869728/,movie,5.9,102,2016,"Action, Comedy, Crime",54363,2016-01-06,Tim Story,7,2018-02-18
350,tt2637294,2017-04-04,2017-04-04,,Hot Tub Time Machine 2,https://www.imdb.com/title/tt2637294/,movie,5.1,93,2015,"Comedy, Mystery, Sci-Fi",37449,2015-02-20,Steve Pink,7,2017-08-06
351,tt0120434,2017-04-04,2017-04-04,,Vegas Vacation,https://www.imdb.com/title/tt0120434/,movie,6.0,93,1997,Comedy,45925,1997-02-14,Stephen Kessler,8,2017-08-15
352,tt0095188,2017-04-04,2017-04-04,,Funny Farm,https://www.imdb.com/title/tt0095188/,movie,6.2,101,1988,Comedy,20169,1988-06-03,George Roy Hill,8,2017-08-20
353,tt0085995,2017-04-04,2017-04-04,,National Lampoon's Vacation,https://www.imdb.com/title/tt0085995/,movie,7.4,98,1983,"Adventure, Comedy",99807,1983-07-29,Harold Ramis,7,2017-05-29
354,tt0081480,2017-04-04,2017-04-04,,Seems Like Old Times,https://www.imdb.com/title/tt0081480/,movie,6.7,102,1980,"Comedy, Romance",9040,1980-12-19,Jay Sandrich,7,2017-11-04
355,tt1596345,2017-04-06,2017-04-06,,Pawn Sacrifice,https://www.imdb.com/title/tt1596345/,movie,7.0,115,2014,"Biography, Drama, Sport, Thriller",41919,2014-09-11,Edward Zwick,8,2017-10-01
356,tt5712554,2017-04-11,2017-04-11,,The Grand Tour,https://www.imdb.com/title/tt5712554/,tvSeries,8.7,60,2016,"Comedy, Talk-Show",65537,2016-11-17,,10,2020-01-16
357,tt5584176,2017-04-27,2017-04-27,,Happy Burnout,https://www.imdb.com/title/tt5584176/,movie,5.5,90,2017,Comedy,595,2017-04-27,André Erkau,7,2019-08-06
358,tt4795124,2017-05-02,2017-05-02,,How to Be a Latin Lover,https://www.imdb.com/title/tt4795124/,movie,6.0,115,2017,"Comedy, Drama",14731,2017-04-28,Ken Marino,7,2018-10-14
359,tt3874544,2017-05-02,2017-05-02,,The Boss Baby,https://www.imdb.com/title/tt3874544/,movie,6.3,97,2017,"Animation, Adventure, Comedy, Family, Fantasy",112443,2017-03-12,Tom McGrath,6,2018-01-29
360,tt4573516,2017-05-02,2017-05-02,,Sleight,https://www.imdb.com/title/tt4573516/,movie,5.9,89,2016,"Crime, Drama, Sci-Fi",8240,2016-01-23,J.D. Dillard,8,2018-12-09
361,tt5536400,2017-05-02,2017-05-02,,Man with a Plan,https://www.imdb.com/title/tt5536400/,tvSeries,7.0,30,2016,Comedy,9234,2016-10-24,,9,2020-02-23
362,tt2404299,2017-05-02,2017-05-02,,Lovesick,https://www.imdb.com/title/tt2404299/,movie,5.2,85,2014,"Comedy, Romance",2711,2014-04-24,Luke Matheny,8,2018-12-29
363,tt0780622,2017-05-04,2017-05-04,,Teeth,https://www.imdb.com/title/tt0780622/,movie,5.4,94,2007,"Action, Comedy, Fantasy, Horror, Mystery, Romance, Thriller",42020,2007-01-19,Mitchell Lichtenstein,6,2020-01-23
364,tt5462602,2017-05-05,2017-05-05,,The Big Sick,https://www.imdb.com/title/tt5462602/,movie,7.5,120,2017,"Comedy, Drama, Romance",124749,2017-01-20,Michael Showalter,9,2019-06-09
365,tt2937254,2017-05-11,2017-05-11,,Intramural,https://www.imdb.com/title/tt2937254/,movie,4.4,100,2014,"Comedy, Sport",1367,2014-04-19,Andrew Disney,5,2018-10-13
366,tt1289401,2017-05-11,2017-05-11,,Ghostbusters,https://www.imdb.com/title/tt1289401/,movie,6.6,117,2016,"Action, Comedy, Fantasy, Sci-Fi",208351,2016-07-09,Paul Feig,6,2017-10-14
367,tt5863950,2017-05-14,2017-05-14,,Berlin Rebel High School,https://www.imdb.com/title/tt5863950/,movie,7.2,91,2016,Documentary,106,2016-10-16,Alexander Kleider,6,2020-02-02
368,tt6538144,2017-05-14,2017-05-14,,Alles gut,https://www.imdb.com/title/tt6538144/,movie,7.2,95,2016,Documentary,22,2016-11-04,Pia Lenz,6,2020-02-15
369,tt6620260,2017-05-14,2017-05-14,,Denk ich an Deutschland in der Nacht,https://www.imdb.com/title/tt6620260/,movie,5.9,105,2017,Documentary,165,2017-02-12,Romuald Karmakar,6,2020-01-24
370,tt0454801,2017-05-14,2017-05-14,,Come as You Are,https://www.imdb.com/title/tt0454801/,movie,2.7,84,2005,Comedy,121,2005-06-30,Chuck Rose,4,2020-02-08
371,tt1791614,2017-05-14,2017-05-14,,Struck by Lightning,https://www.imdb.com/title/tt1791614/,movie,6.3,90,2012,"Comedy, Drama",14542,2012-04-21,Brian Dannelly,6,2018-12-08
372,tt0070735,2017-05-17,2017-05-17,,The Sting,https://www.imdb.com/title/tt0070735/,movie,8.3,129,1973,"Comedy, Crime, Drama",246367,1973-12-25,George Roy Hill,8,2018-12-12
373,tt1302006,2017-05-20,2017-05-20,,The Irishman,https://www.imdb.com/title/tt1302006/,movie,7.8,209,2019,"Biography, Crime, Drama",340868,2019-09-27,Martin Scorsese,7,2020-03-13
374,tt1204975,2017-05-20,2017-05-20,,Last Vegas,https://www.imdb.com/title/tt1204975/,movie,6.6,105,2013,"Comedy, Drama",129442,2013-10-31,Jon Turteltaub,8,2020-01-25
375,tt0970866,2017-05-20,2017-05-20,,Little Fockers,https://www.imdb.com/title/tt0970866/,movie,5.5,98,2010,"Comedy, Romance",108030,2010-12-22,Paul Weitz,7,2020-02-02
376,tt3682448,2017-05-20,2017-05-20,,Bridge of Spies,https://www.imdb.com/title/tt3682448/,movie,7.6,142,2015,"Drama, History, Thriller",293875,2015-10-04,Steven Spielberg,8,2019-08-15
377,tt1100089,2017-05-22,2017-05-22,,Foxcatcher,https://www.imdb.com/title/tt1100089/,movie,7.0,134,2014,"Biography, Drama, History, Sport",136350,2014-05-19,Bennett Miller,7,2019-04-26
378,tt1969062,2017-05-22,2017-05-22,,Infinitely Polar Bear,https://www.imdb.com/title/tt1969062/,movie,7.0,90,2014,"Comedy, Drama, Romance",15393,2014-01-18,Maya Forbes,8,2020-02-02
379,tt0186566,2017-05-22,2017-05-22,,Space Cowboys,https://www.imdb.com/title/tt0186566/,movie,6.4,130,2000,"Action, Adventure, Thriller",74844,2000-08-01,Clint Eastwood,7,2020-02-05
380,tt2203898,2017-05-26,2017-05-26,,Vijay and I,https://www.imdb.com/title/tt2203898/,movie,5.3,96,2013,Comedy,487,2013-08-08,Sam Garbarski,7,2020-01-25
381,tt0396171,2017-05-29,2017-05-29,,Perfume: The Story of a Murderer,https://www.imdb.com/title/tt0396171/,movie,7.5,147,2006,"Crime, Drama, Fantasy",238028,2006-09-07,Tom Tykwer,9,2019-05-13
382,tt2132285,2017-06-07,2017-06-07,,The Bling Ring,https://www.imdb.com/title/tt2132285/,movie,5.6,90,2013,"Biography, Crime, Drama",84720,2013-05-16,Sofia Coppola,5,2018-12-30
383,tt0811138,2017-06-07,2017-06-07,,The Love Guru,https://www.imdb.com/title/tt0811138/,movie,3.8,87,2008,"Comedy, Romance, Sport",50976,2008-06-20,Marco Schnabel,7,2019-04-01
384,tt3460252,2017-06-07,2017-06-07,,The Hateful Eight,https://www.imdb.com/title/tt3460252/,movie,7.8,168,2015,"Crime, Drama, Mystery, Thriller, Western",534878,2015-12-07,Quentin Tarantino,7,2018-12-09
385,tt1663202,2017-06-07,2017-06-07,,The Revenant,https://www.imdb.com/title/tt1663202/,movie,8.0,156,2015,"Action, Adventure, Drama, History, Western",725482,2015-12-16,Alejandro G. Iñárritu,7,2019-05-11
386,tt0110950,2017-06-07,2017-06-07,,Reality Bites,https://www.imdb.com/title/tt0110950/,movie,6.6,99,1994,"Comedy, Drama, Romance",47017,1994-01-31,Ben Stiller,6,2020-02-02
387,tt0105415,2017-06-07,2017-06-07,,Singles,https://www.imdb.com/title/tt0105415/,movie,6.7,99,1992,"Comedy, Drama, Romance",28291,1992-09-18,Cameron Crowe,6,2020-02-04
388,tt0120394,2017-06-07,2017-06-07,,Twin Town,https://www.imdb.com/title/tt0120394/,movie,6.8,99,1997,"Comedy, Drama",5655,1997-04-11,Kevin Allen,7,2020-02-05
389,tt0133189,2017-06-07,2017-06-07,,SLC Punk!,https://www.imdb.com/title/tt0133189/,movie,7.4,97,1998,"Comedy, Drama, Music, Romance",26255,1998-09-24,James Merendino,7,2020-02-03
390,tt0100436,2017-06-07,2017-06-07,,Pump Up the Volume,https://www.imdb.com/title/tt0100436/,movie,7.2,102,1990,"Comedy, Drama, Music",26918,1990-08-22,Allan Moyle,9,2020-02-04
391,tt0119229,2017-06-07,2017-06-07,,Grosse Pointe Blank,https://www.imdb.com/title/tt0119229/,movie,7.3,107,1997,"Action, Comedy, Crime, Romance, Thriller",89657,1997-04-11,George Armitage,7,2020-02-10
392,tt0115632,2017-06-07,2017-06-07,,Basquiat,https://www.imdb.com/title/tt0115632/,movie,6.9,107,1996,"Biography, Drama",19849,1996-08-09,Julian Schnabel,7,2020-02-07
393,tt0101458,2017-06-07,2017-06-07,,Bis ans Ende der Welt,https://www.imdb.com/title/tt0101458/,movie,6.8,158,1991,"Action, Drama, Sci-Fi, Thriller",9443,1991-09-12,Wim Wenders,4,2020-02-10
394,tt4060962,2017-06-08,2017-06-08,,A Stand Up Guy,https://www.imdb.com/title/tt4060962/,movie,4.7,90,2016,Comedy,438,2016-02-09,Mike Young,7,2019-07-06
395,tt1639397,2017-06-08,2017-06-08,,Last I Heard,https://www.imdb.com/title/tt1639397/,movie,6.0,98,2013,"Comedy, Drama",423,2013-06-08,David Rodriguez,7,2020-02-09
396,tt1836944,2017-06-08,2017-06-08,,The Baytown Outlaws,https://www.imdb.com/title/tt1836944/,movie,6.4,98,2012,"Action, Comedy, Crime",14101,2012-08-29,Barry Battles,7,2020-02-15
397,tt1228953,2017-06-08,2017-06-08,,Big Fan,https://www.imdb.com/title/tt1228953/,movie,6.7,88,2009,"Comedy, Crime, Drama, Sport",9038,2009-01-18,Robert Siegel,8,2018-10-13
398,tt0417205,2017-06-08,2017-06-08,,Tom Cool,https://www.imdb.com/title/tt0417205/,movie,5.3,,2009,Comedy,163,2009-12-31,Ron Carlson,,
399,tt0409043,2017-06-08,2017-06-08,,Grilled,https://www.imdb.com/title/tt0409043/,movie,5.2,83,2006,"Comedy, Crime",5388,2006-07-11,Jason Ensler,5,2018-10-20
400,tt0479162,2017-06-08,2017-06-08,,Special,https://www.imdb.com/title/tt0479162/,movie,6.8,81,2006,"Comedy, Drama, Sci-Fi",5479,2006-01-30,"Jeremy Passmore, Hal Haberman",7,2020-02-10
401,tt4857264,2017-06-11,2017-06-11,,Contratiempo,https://www.imdb.com/title/tt4857264/,movie,8.1,106,2016,"Crime, Drama, Mystery, Thriller",154402,2016-09-23,Oriol Paulo,8,2020-02-11
402,tt5929750,2017-06-12,2017-06-12,,Beatriz at Dinner,https://www.imdb.com/title/tt5929750/,movie,6.0,82,2017,"Comedy, Drama",9231,2017-01-23,Miguel Arteta,7,2020-02-08
403,tt0460740,2017-06-19,2017-06-19,,Cashback,https://www.imdb.com/title/tt0460740/,movie,7.2,102,2006,"Comedy, Drama, Romance",83719,2006-09-10,Sean Ellis,9,2020-02-08
404,tt1355644,2017-06-22,2017-06-22,,Passengers,https://www.imdb.com/title/tt1355644/,movie,7.0,116,2016,"Drama, Romance, Sci-Fi, Thriller",361502,2016-12-14,Morten Tyldum,8,2017-11-25
